Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 27, 1991",1:00,@,Atlanta Falcons,W 31-14,W -2.5,,Los Angeles Rams,O 40,
Sun,"Oct 27, 1991",1:00,@,Houston Oilers,W 35-3,W -15.5,,Cincinnati Bengals,U 46,
Sun,"Oct 27, 1991",1:00,@,New Orleans Saints,L 17-20,L -6.5,,Chicago Bears,O 32,
Sun,"Oct 27, 1991",1:00,,San Francisco 49ers,W 23-7,W -4,@,Philadelphia Eagles,U 35,
Sun,"Oct 27, 1991",1:00,@,Tampa Bay Buccaneers,L 0-27,L -2.5,,Green Bay Packers,U 34,
Sun,"Oct 27, 1991",4:00,@,Cleveland Browns,W 17-14,W -1.5,,Pittsburgh Steelers,U 35,
Sun,"Oct 27, 1991",4:00,@,Detroit Lions,W 34-10,W -2.5,,Dallas Cowboys,P 44,
Sun,"Oct 27, 1991",4:00,,Denver Broncos,W 9-6,L -6,@,New England Patriots,U 36,
Sun,"Oct 27, 1991",4:00,,Minnesota Vikings,W 28-0,W -2,@,Phoenix Cardinals,U 34,
Sun,"Oct 27, 1991",4:00,@,Seattle Seahawks,W 20-9,W -6.5,,San Diego Chargers,U 37,
Sun,"Oct 27, 1991",7:30,,Washington Redskins,W 17-13,W -2.5,@,New York Giants,U 38,
Mon,"Oct 28, 1991",9:00,@,Kansas City Chiefs,W 24-21,L -6.5,,Los Angeles Raiders,O 35,
