Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 21, 2019",1:00,,Houston Texans,W 23-20,P -3,@,Tampa Bay Buccaneers,U 50,
Sat,"Dec 21, 2019",4:30,@,New England Patriots,W 24-17,P -7,,Buffalo Bills,O 38.5,
Sat,"Dec 21, 2019",8:15,@,San Francisco 49ers,W 34-31,L -7,,Los Angeles Rams,O 45.5,
Sun,"Dec 22, 2019",1:00,@,Atlanta Falcons,W 24-12,W -7.5,,Jacksonville Jaguars,U 48,
Sun,"Dec 22, 2019",1:00,,Baltimore Ravens,W 31-15,W -9.5,@,Cleveland Browns,U 48.5,
Sun,"Dec 22, 2019",1:00,@,Indianapolis Colts,W 38-6,W -7.5,,Carolina Panthers,U 46,
Sun,"Dec 22, 2019",1:00,,Cincinnati Bengals,L 35-38 (OT),L -1.5,@,Miami Dolphins,O 46,
Sun,"Dec 22, 2019",1:00,,Pittsburgh Steelers,L 10-16,L -3,@,New York Jets,U 36.5,
Sun,"Dec 22, 2019",1:00,,New Orleans Saints,W 38-28,W -3.5,@,Tennessee Titans,O 49,
Sun,"Dec 22, 2019",1:00,,New York Giants,W 41-35 (OT),W -1,@,Washington Redskins,O 42,
Sun,"Dec 22, 2019",4:05,@,Denver Broncos,W 27-17,W -9.5,,Detroit Lions,O 40,
Sun,"Dec 22, 2019",4:05,@,Los Angeles Chargers,L 17-24,L -7.5,,Oakland Raiders,U 45,
Sun,"Dec 22, 2019",4:25,,Dallas Cowboys,L 9-17,L -2,@,Philadelphia Eagles,U 47,
Sun,"Dec 22, 2019",4:25,@,Seattle Seahawks,L 13-27,L -8,,Arizona Cardinals,U 51,
Sun,"Dec 22, 2019",8:20,,Kansas City Chiefs,W 26-3,W -6.5,@,Chicago Bears,U 45.5,
Mon,"Dec 23, 2019",8:15,@,Minnesota Vikings,L 10-23,L -4,,Green Bay Packers,U 47,
